Searching for text files...
Found 50000 files. Starting processing...

Worker-7 -> file26562.txt: 5265 slow
Worker-3 -> file26564.txt: 4141 slow
Worker-2 -> file26567.txt: 4856 slow
Worker-8 -> file26569.txt: 4592 slow
Worker-6 -> file2657.txt: 4717 slow
Worker-4 -> file26565.txt: 8369 slow
Worker-7 -> file26570.txt: 5229 slow
Worker-1 -> file26566.txt: 7990 slow
Worker-8 -> file26573.txt: 4067 slow
Worker-5 -> file26568.txt: 9477 slow
Worker-2 -> file26572.txt: 6530 slow
Worker-3 -> file26571.txt: 7626 slow
Worker-3 -> file26580.txt: 1006 slow
Worker-7 -> file26576.txt: 6710 slow
Worker-8 -> file26578.txt: 2695 slow
Worker-5 -> file26579.txt: 3040 slow
Worker-4 -> file26575.txt: 7059 slow
Worker-2 -> file2658.txt: 3806 slow
Worker-1 -> file26577.txt: 6458 slow
Worker-8 -> file26583.txt: 3944 slow
Worker-4 -> file26585.txt: 3024 slow
Worker-6 -> file26574.txt: 9561 slow
Worker-5 -> file26584.txt: 4016 slow
Worker-7 -> file26582.txt: 7545 slow
Worker-1 -> file26587.txt: 3666 slow
Worker-8 -> file26588.txt: 2911 slow
Worker-1 -> file26592.txt: 1411 slow
Worker-3 -> file26581.txt: 8954 slow
Worker-6 -> file2659.txt: 5125 slow
Worker-2 -> file26586.txt: 9532 slow
Worker-5 -> file26590.txt: 5700 slow
Worker-4 -> file26589.txt: 6845 slow
Worker-8 -> file26593.txt: 5083 slow
Worker-5 -> file26598.txt: 2645 slow
Worker-7 -> file26591.txt: 8401 slow
Worker-1 -> file26594.txt: 6578 slow
Worker-6 -> file26596.txt: 6786 slow
Worker-4 -> file26599.txt: 5581 slow
Worker-2 -> file26597.txt: 9826 slow
Worker-5 -> file2660.txt: 4379 slow
Worker-3 -> file26595.txt: 9606 slow
Worker-4 -> file26603.txt: 2300 slow
Worker-7 -> file26600.txt: 5353 slow
Worker-5 -> file26605.txt: 1818 slow
Worker-1 -> file26601.txt: 3813 slow
Worker-8 -> file266.txt: 8420 slow
Worker-8 -> file26610.txt: 1245 slow
Worker-2 -> file26604.txt: 9982 slow
Worker-5 -> file26609.txt: 3464 slow
Worker-2 -> file26612.txt: 1894 slow
Worker-6 -> file26602.txt: 7748 slow
Worker-1 -> file2661.txt: 4587 slow
Worker-8 -> file26611.txt: 3901 slow
Worker-4 -> file26607.txt: 6993 slow
Worker-3 -> file26606.txt: 8992 slow
Worker-7 -> file26608.txt: 8660 slow
Worker-1 -> file26616.txt: 2369 slow
Worker-6 -> file26615.txt: 5083 slow
Worker-2 -> file26614.txt: 9777 slow
Worker-4 -> file26618.txt: 4025 slow
Worker-5 -> file26613.txt: 8003 slow
Worker-7 -> file2662.txt: 4813 slow
Worker-3 -> file26619.txt: 6157 slow
Worker-8 -> file26617.txt: 7627 slow
Worker-2 -> file26622.txt: 6439 slow
Worker-6 -> file26621.txt: 5644 slow
Worker-7 -> file26625.txt: 3199 slow
Worker-1 -> file26620.txt: 7419 slow
Worker-2 -> file26628.txt: 6829 slow
Worker-5 -> file26624.txt: 6591 slow
Worker-8 -> file26627.txt: 5150 slow
Worker-4 -> file26623.txt: 8289 slow
Worker-2 -> file26631.txt: 3026 slow
Worker-3 -> file26626.txt: 8925 slow
Worker-5 -> file26632.txt: 5440 slow
Worker-3 -> file26636.txt: 1104 slow
Worker-8 -> file26633.txt: 5627 slow
Worker-7 -> file2663.txt: 7785 slow
Worker-1 -> file26630.txt: 9516 slow
Worker-2 -> file26635.txt: 2882 slow
Worker-4 -> file26634.txt: 7386 slow
Worker-5 -> file26637.txt: 2567 slow
Worker-3 -> file26638.txt: 3615 slow
Worker-5 -> file26643.txt: 3133 slow
Worker-7 -> file2664.txt: 5173 slow
Worker-8 -> file26639.txt: 5739 slow
Worker-6 -> file26629.txt: 9112 slow
Worker-4 -> file26642.txt: 5716 slow
Worker-3 -> file26644.txt: 4260 slow
Worker-1 -> file26640.txt: 7171 slow
Worker-7 -> file26646.txt: 3301 slow
Worker-1 -> file26650.txt: 1286 slow
Worker-5 -> file26645.txt: 5124 slow
Worker-6 -> file26648.txt: 3188 slow
Worker-7 -> file26651.txt: 2599 slow
Worker-3 -> file2665.txt: 4616 slow
Worker-4 -> file26649.txt: 5160 slow
Worker-2 -> file26641.txt: 6520 slow
Worker-1 -> file26652.txt: 6300 slow
Worker-3 -> file26656.txt: 2358 slow
Worker-8 -> file26647.txt: 9655 slow
Worker-1 -> file26659.txt: 3680 slow
Worker-5 -> file26653.txt: 8697 slow
Worker-7 -> file26655.txt: 8303 slow
Worker-6 -> file26654.txt: 1796 slow
Worker-8 -> file26660.txt: 5702 slow
Worker-4 -> file26657.txt: 7338 slow
Worker-3 -> file2666.txt: 4552 slow
Worker-6 -> file26664.txt: 2618 slow
Worker-2 -> file26658.txt: 8111 slow
Worker-1 -> file26661.txt: 7255 slow
Worker-7 -> file26663.txt: 7985 slow
Worker-5 -> file26662.txt: 8677 slow
Worker-4 -> file26666.txt: 9056 slow
Worker-8 -> file26665.txt: 8027 slow
Worker-6 -> file26668.txt: 5992 slow
Worker-5 -> file26671.txt: 2676 slow
Worker-2 -> file26669.txt: 6403 slow
Worker-3 -> file26667.txt: 8903 slow
Worker-4 -> file26672.txt: 2957 slow
Worker-5 -> file26675.txt: 4033 slow
Worker-8 -> file26673.txt: 4307 slow
Worker-7 -> file26670.txt: 5736 slow
Worker-5 -> file26679.txt: 1563 slow
Worker-1 -> file2667.txt: 8210 slow
Worker-3 -> file26677.txt: 3588 slow
Worker-4 -> file26678.txt: 2963 slow
Worker-6 -> file26674.txt: 5069 slow
Worker-5 -> file26681.txt: 3487 slow
Worker-2 -> file26676.txt: 6251 slow
Worker-6 -> file26685.txt: 2972 slow
Worker-8 -> file2668.txt: 8430 slow
Worker-2 -> file26687.txt: 1798 slow
Worker-5 -> file26686.txt: 6921 slow
Worker-7 -> file26680.txt: 8096 slow
Worker-1 -> file26682.txt: 7764 slow
Worker-4 -> file26684.txt: 7032 slow
Worker-8 -> file26689.txt: 4439 slow
Worker-8 -> file26694.txt: 1255 slow
Worker-3 -> file26683.txt: 9165 slow
Worker-4 -> file26693.txt: 3818 slow
Worker-8 -> file26695.txt: 3798 slow
Worker-7 -> file26691.txt: 5303 slow
Worker-8 -> file26698.txt: 1592 slow
Worker-2 -> file2669.txt: 7857 slow
Worker-5 -> file26690.txt: 9326 slow
Worker-6 -> file26688.txt: 9465 slow
Worker-8 -> file267.txt: 1672 slow
Worker-2 -> file2670.txt: 1387 slow
Worker-3 -> file26696.txt: 5500 slow
Worker-4 -> file26697.txt: 3589 slow
Worker-1 -> file26692.txt: 8281 slow
Worker-8 -> file26702.txt: 3187 slow
Worker-3 -> file26704.txt: 1194 slow
Worker-5 -> file26700.txt: 4088 slow
Worker-8 -> file26707.txt: 3371 slow
Worker-1 -> file26706.txt: 4703 slow
Worker-7 -> file26699.txt: 7879 slow
Worker-6 -> file26701.txt: 7372 slow
Worker-4 -> file26705.txt: 6039 slow
Worker-5 -> file26709.txt: 8045 slow
Worker-8 -> file2671.txt: 8547 slow
Worker-5 -> file26714.txt: 2126 slow
Worker-3 -> file26708.txt: 7942 slow
Worker-1 -> file26710.txt: 2983 slow
Worker-2 -> file26703.txt: 9648 slow
Worker-5 -> file26716.txt: 3111 slow
Worker-6 -> file26712.txt: 4971 slow
Worker-6 -> file26720.txt: 1422 slow
Worker-3 -> file26717.txt: 4703 slow
Worker-8 -> file26715.txt: 9052 slow
Worker-3 -> file26722.txt: 1559 slow
Worker-2 -> file26719.txt: 5807 slow
Worker-4 -> file26713.txt: 9600 slow
Worker-1 -> file26718.txt: 8029 slow
Worker-5 -> file2672.txt: 9387 slow
Worker-6 -> file26721.txt: 4748 slow
Worker-8 -> file26723.txt: 6376 slow
Worker-5 -> file26728.txt: 6404 slow
Worker-1 -> file26727.txt: 5561 slow
Worker-2 -> file26725.txt: 7407 slow
Worker-7 -> file26711.txt: 9534 slow
Worker-4 -> file26726.txt: 7251 slow
Worker-1 -> file26731.txt: 1086 slow
Worker-3 -> file26724.txt: 9974 slow
Worker-7 -> file26733.txt: 1968 slow
Worker-8 -> file2673.txt: 8824 slow
Worker-6 -> file26729.txt: 9683 slow
Worker-1 -> file26735.txt: 2840 slow
Worker-4 -> file26734.txt: 3622 slow
Worker-5 -> file26730.txt: 4468 slow
Worker-7 -> file26737.txt: 1798 slow
Worker-4 -> file26740.txt: 3762 slow
Worker-3 -> file26736.txt: 6525 slow
Worker-6 -> file2674.txt: 4767 slow
Worker-8 -> file26738.txt: 9990 slow
Worker-4 -> file26743.txt: 1217 slow
Worker-5 -> file26741.txt: 7419 slow
Worker-2 -> file26732.txt: 8921 slow
Worker-1 -> file26739.txt: 6550 slow
Worker-8 -> file26746.txt: 2239 slow
Worker-7 -> file26742.txt: 9163 slow
Worker-3 -> file26744.txt: 8175 slow
Worker-6 -> file26745.txt: 6925 slow
Worker-5 -> file26748.txt: 8816 slow
Worker-7 -> file26751.txt: 2636 slow
Worker-8 -> file26750.txt: 8121 slow
Worker-2 -> file26749.txt: 8667 slow
Worker-7 -> file26755.txt: 2621 slow
Worker-4 -> file26747.txt: 7524 slow
Worker-3 -> file26752.txt: 8732 slow
Worker-5 -> file26754.txt: 6383 slow
Worker-1 -> file2675.txt: 9570 slow
Worker-2 -> file26757.txt: 4366 slow
Worker-8 -> file26756.txt: 9320 slow
Worker-3 -> file2676.txt: 8573 slow
Worker-5 -> file26760.txt: 8885 slow
Worker-6 -> file26753.txt: 9599 slow
Worker-4 -> file26759.txt: 7246 slow
Worker-8 -> file26763.txt: 4219 slow
Worker-7 -> file26758.txt: 8223 slow
Worker-2 -> file26762.txt: 3558 slow
Worker-3 -> file26764.txt: 5016 slow
Worker-8 -> file26768.txt: 2111 slow
Worker-1 -> file26761.txt: 7665 slow
Worker-2 -> file2677.txt: 1386 slow
Worker-4 -> file26767.txt: 2827 slow
Worker-5 -> file26765.txt: 7790 slow
Worker-6 -> file26766.txt: 4390 slow
Worker-3 -> file26770.txt: 5096 slow
Worker-6 -> file26776.txt: 1400 slow
Worker-2 -> file26773.txt: 2908 slow
Worker-8 -> file26771.txt: 8749 slow
Worker-7 -> file26769.txt: 5742 slow
Worker-4 -> file26774.txt: 5095 slow
Worker-1 -> file26772.txt: 5936 slow
Worker-8 -> file2678.txt: 1985 slow
Worker-3 -> file26777.txt: 7389 slow
Worker-5 -> file26775.txt: 9783 slow
Worker-2 -> file26779.txt: 5214 slow
Worker-8 -> file26783.txt: 2495 slow
Worker-2 -> file26786.txt: 1647 slow
Worker-6 -> file26778.txt: 7615 slow
Worker-8 -> file26787.txt: 1893 slow
Worker-4 -> file26781.txt: 5267 slow
Worker-1 -> file26782.txt: 5203 slow
Worker-8 -> file2679.txt: 1764 slow
Worker-3 -> file26784.txt: 8030 slow
Worker-7 -> file26780.txt: 7418 slow
Worker-5 -> file26785.txt: 6842 slow
Worker-3 -> file26793.txt: 5065 slow
Worker-8 -> file26792.txt: 3470 slow
Worker-1 -> file26791.txt: 4444 slow
Worker-4 -> file26790.txt: 8097 slow
Worker-6 -> file26789.txt: 8861 slow
Worker-2 -> file26788.txt: 9057 slow
Worker-5 -> file26795.txt: 4487 slow
Worker-3 -> file26796.txt: 5407 slow
Worker-1 -> file26798.txt: 4121 slow
Worker-6 -> file268.txt: 1276 slow
Worker-2 -> file2680.txt: 1030 slow
Worker-8 -> file26797.txt: 5072 slow
Worker-5 -> file26800.txt: 3050 slow
Worker-2 -> file26804.txt: 2100 slow
Worker-4 -> file26799.txt: 7243 slow
Worker-3 -> file26801.txt: 7559 slow
Worker-1 -> file26802.txt: 6449 slow
Worker-3 -> file26809.txt: 2394 slow
Worker-8 -> file26805.txt: 7527 slow
Worker-7 -> file26794.txt: 9675 slow
Worker-6 -> file26803.txt: 8311 slow
Worker-1 -> file2681.txt: 2163 slow
Worker-2 -> file26807.txt: 6656 slow
Worker-5 -> file26806.txt: 7276 slow
Worker-8 -> file26811.txt: 2684 slow
Worker-7 -> file26812.txt: 2591 slow
Worker-2 -> file26815.txt: 2161 slow
Worker-2 -> file26819.txt: 1238 slow
Worker-5 -> file26816.txt: 3290 slow
Worker-4 -> file26808.txt: 9407 slow
Worker-2 -> file2682.txt: 1326 slow
Worker-6 -> file26813.txt: 6704 slow
Worker-3 -> file26810.txt: 4429 slow
Worker-8 -> file26817.txt: 4822 slow
Worker-5 -> file26820.txt: 3525 slow
Worker-7 -> file26818.txt: 6190 slow
Worker-1 -> file26814.txt: 9562 slow
Worker-5 -> file26826.txt: 1923 slow
Worker-4 -> file26821.txt: 6656 slow
Worker-7 -> file26827.txt: 4251 slow
Worker-3 -> file26825.txt: 8882 slow
Worker-8 -> file26824.txt: 6138 slow
Worker-2 -> file26822.txt: 8849 slow
Worker-6 -> file26823.txt: 8728 slow
Worker-1 -> file26828.txt: 7709 slow
Worker-3 -> file26831.txt: 5435 slow
Worker-4 -> file2683.txt: 7856 slow
Worker-3 -> file26836.txt: 1788 slow
Worker-5 -> file26829.txt: 9341 slow
Worker-1 -> file26835.txt: 2546 slow
Worker-8 -> file26832.txt: 6755 slow
Worker-4 -> file26837.txt: 2748 slow
Worker-2 -> file26833.txt: 7465 slow
Worker-7 -> file26830.txt: 9734 slow
Worker-4 -> file26841.txt: 2106 slow
Worker-5 -> file26839.txt: 5492 slow
Worker-3 -> file26838.txt: 6569 slow
Worker-1 -> file2684.txt: 5774 slow
Worker-6 -> file26834.txt: 9747 slow
Worker-3 -> file26846.txt: 1475 slow
Worker-2 -> file26842.txt: 5551 slow
Worker-5 -> file26845.txt: 3967 slow
Worker-6 -> file26848.txt: 4038 slow
Worker-8 -> file26840.txt: 7767 slow
Worker-3 -> file26849.txt: 4473 slow
Worker-5 -> file26850.txt: 2255 slow
Worker-6 -> file26851.txt: 1023 slow
Worker-7 -> file26843.txt: 9571 slow
Worker-2 -> file2685.txt: 5199 slow
Worker-6 -> file26855.txt: 1769 slow
Worker-4 -> file26844.txt: 9999 slow
Worker-1 -> file26847.txt: 9545 slow
Worker-6 -> file26858.txt: 3281 slow
Worker-4 -> file26859.txt: 2020 slow
Worker-3 -> file26853.txt: 6849 slow
Worker-8 -> file26852.txt: 7153 slow
Worker-2 -> file26857.txt: 5104 slow
Worker-5 -> file26854.txt: 7494 slow
Worker-3 -> file26862.txt: 2610 slow
Worker-2 -> file26864.txt: 2453 slow
Worker-1 -> file2686.txt: 6226 slow
Worker-4 -> file26861.txt: 5469 slow
Worker-3 -> file26866.txt: 3599 slow
Worker-3 -> file2687.txt: 1438 slow
Worker-1 -> file26868.txt: 2232 slow
Worker-6 -> file26860.txt: 8823 slow
Worker-8 -> file26863.txt: 8767 slow
Worker-3 -> file26870.txt: 4556 slow
Worker-4 -> file26869.txt: 5422 slow
Worker-5 -> file26865.txt: 8597 slow
Worker-2 -> file26867.txt: 7751 slow
Worker-1 -> file26871.txt: 4491 slow
Worker-7 -> file26856.txt: 9559 slow
Worker-5 -> file26876.txt: 3067 slow
Worker-3 -> file26874.txt: 7292 slow
Worker-2 -> file26877.txt: 5151 slow
Worker-4 -> file26875.txt: 7140 slow
Worker-6 -> file26872.txt: 9627 slow
Worker-3 -> file26880.txt: 5697 slow
Worker-7 -> file26879.txt: 5408 slow
Worker-4 -> file26882.txt: 1098 slow
Worker-3 -> file26884.txt: 1020 slow
Worker-8 -> file26873.txt: 9617 slow
Worker-1 -> file26878.txt: 7284 slow
Worker-3 -> file26887.txt: 2773 slow
Worker-6 -> file26883.txt: 2823 slow
Worker-3 -> file2689.txt: 1173 slow
Worker-4 -> file26886.txt: 3355 slow
Worker-2 -> file26881.txt: 5108 slow
Worker-1 -> file26889.txt: 3372 slow
Worker-5 -> file2688.txt: 9163 slow
Worker-6 -> file26890.txt: 3254 slow
Worker-3 -> file26891.txt: 4670 slow
Worker-4 -> file26892.txt: 3372 slow
Worker-7 -> file26885.txt: 7213 slow
Worker-8 -> file26888.txt: 7835 slow
Worker-4 -> file26898.txt: 2118 slow
Worker-3 -> file26897.txt: 4823 slow
Worker-2 -> file26893.txt: 4928 slow
Worker-4 -> file2690.txt: 1649 slow
Worker-2 -> file26901.txt: 1961 slow
Worker-1 -> file26894.txt: 6973 slow
Worker-3 -> file26900.txt: 4263 slow
Worker-5 -> file26895.txt: 7828 slow
Worker-4 -> file26902.txt: 2700 slow
Worker-3 -> file26905.txt: 1856 slow
Worker-7 -> file26899.txt: 6428 slow
Worker-2 -> file26903.txt: 2400 slow
Worker-6 -> file26896.txt: 9019 slow
Worker-5 -> file26906.txt: 3523 slow
Worker-8 -> file269.txt: 7703 slow
Worker-6 -> file26910.txt: 1243 slow
Worker-1 -> file26904.txt: 5547 slow
Worker-3 -> file26908.txt: 8674 slow
Worker-2 -> file2691.txt: 4994 slow
Worker-4 -> file26907.txt: 5823 slow
Worker-7 -> file26909.txt: 6776 slow
Worker-1 -> file26914.txt: 3502 slow
Worker-4 -> file26917.txt: 1978 slow
Worker-6 -> file26912.txt: 5402 slow
Worker-7 -> file26918.txt: 1718 slow
Worker-5 -> file26911.txt: 6871 slow
Worker-3 -> file26915.txt: 6025 slow
Worker-8 -> file26913.txt: 8854 slow
Worker-1 -> file26919.txt: 4500 slow
Worker-3 -> file26923.txt: 1309 slow
Worker-2 -> file26916.txt: 6615 slow
Worker-5 -> file26922.txt: 3724 slow
Worker-2 -> file26927.txt: 1969 slow
Worker-7 -> file26921.txt: 6768 slow
Worker-4 -> file2692.txt: 8463 slow
Worker-6 -> file26920.txt: 8938 slow
Worker-8 -> file26924.txt: 6385 slow
Worker-3 -> file26926.txt: 7531 slow
Worker-1 -> file26925.txt: 6706 slow
Worker-6 -> file26931.txt: 2846 slow
Worker-4 -> file26930.txt: 3895 slow
Worker-1 -> file26934.txt: 1626 slow
Worker-8 -> file26932.txt: 2280 slow
Worker-5 -> file26928.txt: 7758 slow
Worker-2 -> file26929.txt: 6815 slow
Worker-4 -> file26936.txt: 3127 slow
Worker-5 -> file26939.txt: 2037 slow
Worker-7 -> file2693.txt: 8432 slow
Worker-3 -> file26933.txt: 6538 slow
Worker-6 -> file26935.txt: 4937 slow
Worker-3 -> file26943.txt: 1267 slow
Worker-5 -> file26941.txt: 3295 slow
Worker-7 -> file26942.txt: 2839 slow
Worker-3 -> file26945.txt: 3697 slow
Worker-1 -> file26937.txt: 8455 slow
Worker-1 -> file26949.txt: 1159 slow
Worker-8 -> file26938.txt: 9756 slow
Worker-2 -> file2694.txt: 8975 slow
Worker-8 -> file2695.txt: 1880 slow
Worker-4 -> file26940.txt: 9083 slow
Worker-6 -> file26944.txt: 7191 slow
Worker-3 -> file26948.txt: 8645 slow
Worker-6 -> file26954.txt: 1623 slow
Worker-5 -> file26946.txt: 7385 slow
Worker-3 -> file26955.txt: 3373 slow
Worker-5 -> file26957.txt: 1666 slow
Worker-2 -> file26951.txt: 4134 slow
Worker-3 -> file26958.txt: 2350 slow
Worker-4 -> file26953.txt: 5386 slow
Worker-8 -> file26952.txt: 6050 slow
Worker-1 -> file26950.txt: 9315 slow
Worker-3 -> file26960.txt: 6383 slow
Worker-7 -> file26947.txt: 7562 slow
Worker-8 -> file26962.txt: 4618 slow
Worker-3 -> file26964.txt: 2043 slow
Worker-6 -> file26956.txt: 8934 slow
Worker-5 -> file26959.txt: 7528 slow
Worker-3 -> file26967.txt: 2558 slow
Worker-4 -> file26961.txt: 7617 slow
Worker-1 -> file26963.txt: 5735 slow
Worker-2 -> file2696.txt: 8985 slow
Worker-5 -> file26969.txt: 2867 slow
Worker-6 -> file26968.txt: 4642 slow
Worker-1 -> file26971.txt: 2398 slow
Worker-5 -> file26973.txt: 2427 slow
Worker-4 -> file26970.txt: 4362 slow
Worker-1 -> file26975.txt: 1785 slow
Worker-7 -> file26965.txt: 7572 slow
Worker-6 -> file26974.txt: 3112 slow
Worker-3 -> file2697.txt: 9669 slow
Worker-7 -> file26979.txt: 1439 slow
Worker-8 -> file26966.txt: 8621 slow
Worker-5 -> file26976.txt: 2967 slow
Worker-5 -> file26983.txt: 1365 slow
Worker-4 -> file26977.txt: 4421 slow
Worker-2 -> file26972.txt: 7882 slow
Worker-3 -> file26980.txt: 4953 slow
Worker-8 -> file26982.txt: 3128 slow
Worker-4 -> file26985.txt: 1646 slow
Worker-6 -> file2698.txt: 4578 slow
Worker-7 -> file26981.txt: 4813 slow
Worker-3 -> file26987.txt: 6108 slow
Worker-7 -> file26990.txt: 2342 slow
Worker-8 -> file26988.txt: 3512 slow
Worker-4 -> file26989.txt: 3376 slow
Worker-1 -> file26978.txt: 9774 slow
Worker-6 -> file2699.txt: 5227 slow
Worker-7 -> file26992.txt: 2180 slow
Worker-5 -> file26984.txt: 7530 slow
Worker-3 -> file26991.txt: 5038 slow
Worker-2 -> file26986.txt: 7804 slow
Worker-1 -> file26995.txt: 3967 slow
Worker-6 -> file26996.txt: 3938 slow
Worker-7 -> file26997.txt: 4687 slow
Worker-3 -> file26999.txt: 7472 slow
Worker-2 -> file27.txt: 4733 slow
Worker-3 -> file27001.txt: 1356 slow
Worker-8 -> file26993.txt: 9572 slow
Worker-5 -> file26998.txt: 6659 slow
Worker-4 -> file26994.txt: 9368 slow
Worker-1 -> file270.txt: 4971 slow
Worker-3 -> file27003.txt: 8195 slow
Worker-6 -> file2700.txt: 9014 slow
Worker-8 -> file27004.txt: 8079 slow
Worker-7 -> file27000.txt: 9975 slow
Worker-5 -> file27005.txt: 8580 slow
Worker-3 -> file27008.txt: 5003 slow
Worker-2 -> file27002.txt: 9572 slow
Worker-1 -> file27007.txt: 8396 slow
Worker-4 -> file27006.txt: 9042 slow
Worker-5 -> file27011.txt: 1514 slow
Worker-1 -> file27014.txt: 2647 slow
Worker-2 -> file27013.txt: 3230 slow
Worker-6 -> file27009.txt: 6352 slow
Worker-3 -> file27012.txt: 4127 slow
Worker-1 -> file27017.txt: 2029 slow
Worker-7 -> file27010.txt: 8007 slow
Worker-4 -> file27015.txt: 6009 slow
Worker-2 -> file27018.txt: 3553 slow
Worker-3 -> file2702.txt: 2357 slow
Worker-8 -> file2701.txt: 9277 slow
Worker-7 -> file27021.txt: 5996 slow
Worker-2 -> file27023.txt: 3172 slow
Worker-3 -> file27024.txt: 3574 slow
Worker-2 -> file27027.txt: 1106 slow
Worker-5 -> file27016.txt: 9931 slow
Worker-8 -> file27025.txt: 4649 slow
Worker-6 -> file27019.txt: 9717 slow
Worker-2 -> file27029.txt: 2643 slow
Worker-7 -> file27026.txt: 9362 slow
Worker-4 -> file27022.txt: 7367 slow
Worker-8 -> file27030.txt: 1138 slow
Worker-1 -> file27020.txt: 9986 slow
Worker-6 -> file27031.txt: 1914 slow
Worker-8 -> file27035.txt: 2080 slow
Worker-6 -> file27037.txt: 1088 slow
Worker-5 -> file2703.txt: 5488 slow
Worker-2 -> file27032.txt: 3036 slow
Worker-5 -> file2704.txt: 1213 slow
Worker-2 -> file27040.txt: 1468 slow
Worker-6 -> file27039.txt: 2450 slow
Worker-3 -> file27028.txt: 8889 slow
Worker-4 -> file27034.txt: 7241 slow
Worker-5 -> file27041.txt: 3250 slow
Worker-1 -> file27036.txt: 6603 slow
Worker-7 -> file27033.txt: 2907 slow
Worker-8 -> file27038.txt: 5600 slow
Worker-1 -> file27047.txt: 1042 slow
Worker-2 -> file27042.txt: 4532 slow
Worker-4 -> file27045.txt: 2284 slow
Worker-3 -> file27044.txt: 5758 slow
Worker-8 -> file27049.txt: 4433 slow
Worker-5 -> file27046.txt: 6077 slow
Worker-4 -> file27051.txt: 4106 slow
Worker-6 -> file27043.txt: 9564 slow
Worker-2 -> file27050.txt: 5591 slow
Worker-5 -> file27054.txt: 1876 slow
Worker-7 -> file27048.txt: 9393 slow
Worker-1 -> file2705.txt: 7599 slow
Worker-4 -> file27055.txt: 3137 slow
Worker-8 -> file27053.txt: 5517 slow
Worker-6 -> file27056.txt: 4117 slow
Worker-7 -> file27059.txt: 6603 slow
Worker-4 -> file27060.txt: 3220 slow
Worker-2 -> file27057.txt: 5613 slow
Worker-3 -> file27052.txt: 9203 slow
Worker-5 -> file27058.txt: 5311 slow
Worker-7 -> file27063.txt: 1383 slow
Worker-5 -> file27067.txt: 2172 slow
Worker-6 -> file27062.txt: 4210 slow
Worker-8 -> file27061.txt: 5343 slow
Worker-7 -> file27068.txt: 4449 slow
Worker-1 -> file2706.txt: 8901 slow
Worker-6 -> file2707.txt: 3163 slow
Worker-5 -> file27069.txt: 4069 slow
Worker-8 -> file27070.txt: 4411 slow
Worker-3 -> file27066.txt: 7910 slow
Worker-4 -> file27064.txt: 8309 slow
Worker-2 -> file27065.txt: 8105 slow
Worker-5 -> file27074.txt: 1976 slow
Worker-1 -> file27072.txt: 4342 slow
Worker-7 -> file27071.txt: 9810 slow
Worker-3 -> file27076.txt: 3397 slow
Worker-2 -> file27078.txt: 3035 slow
Worker-7 -> file27080.txt: 2509 slow
Worker-4 -> file27077.txt: 4490 slow
Worker-2 -> file27082.txt: 2037 slow
Worker-5 -> file27079.txt: 5351 slow
Worker-7 -> file27083.txt: 3285 slow
Worker-8 -> file27075.txt: 6422 slow
Worker-6 -> file27073.txt: 9894 slow
Worker-5 -> file27086.txt: 2888 slow
Worker-2 -> file27085.txt: 4221 slow
Worker-7 -> file27087.txt: 6093 slow
Worker-1 -> file2708.txt: 9633 slow
Worker-3 -> file27081.txt: 8672 slow
Worker-5 -> file2709.txt: 2883 slow
Worker-4 -> file27084.txt: 8005 slow
Worker-8 -> file27088.txt: 5423 slow
